delta_t,x,y,delta_x,delta_y,speed_x,speed_y
37,-587.7329,-492.22882,-19.836487,1.3052063,-0.53612125,0.035275847
32,-614.0987,-494.10767,-26.365784,-1.8788452,-0.82393074,-0.058713913
67,-587.8721,-512.0187,26.226624,-17.91101,0.39144215,-0.26732853
32,-674.6447,-521.5309,-86.772644,-9.512207,-2.7116451,-0.29725647
69,-655.18274,-535.62585,19.461975,-14.094971,0.2820576,-0.20427494
31,-667.1585,-583.54974,-11.975769,-47.92389,-0.38631514,-1.5459319
68,-708.7854,-570.35736,-41.626892,13.192383,-0.6121602,0.19400562
32,-707.67834,-578.15265,1.1070557,-7.795288,0.03459549,-0.24360275
68,-701.63586,-544.11487,6.0424805,34.03778,0.088860005,0.5005556
32,-686.0954,-539.6856,15.540466,4.4292603,0.48563957,0.13841438
68,-724.9086,-503.66626,-38.813232,36.01935,-0.57078284,0.5296963
32,-745.77704,-482.42484,-20.868408,21.241425,-0.65213776,0.6637945
30,-736.20807,-479.34888,9.56897,3.0759583,0.31896564,0.10253194
39,-744.2744,-464.00366,-8.066345,15.345215,-0.20682937,0.39346704
31,-743.00287,-475.51294,1.2715454,-11.509277,0.041017596,-0.37126702
30,-769.35876,-480.02213,-26.355896,-4.509186,-0.87852985,-0.1503062
37,-786.7048,-497.13278,-17.346008,-17.110657,-0.46881104,-0.46245018
33,-773.4453,-485.609,13.25946,11.523773,0.40180182,0.34920526
30,-773.4204,-486.7986,0.024902344,-1.1896057,8.3007815E-4,-0.039653525
38,-793.58344,-498.61002,-20.163025,-11.811401,-0.5306059,-0.31082636
32,-798.75073,-502.12225,-5.1672974,-3.5122375,-0.16147804,-0.10975742
68,-806.82794,-451.35165,-8.077209,50.7706,-0.11878249,0.74662644
32,-813.1309,-455.55853,-6.3029785,-4.2068787,-0.19696808,-0.13146496
30,-823.2927,-472.5535,-10.161804,-16.994965,-0.33872682,-0.5664988
38,-827.91907,-469.86865,-4.626343,2.684845,-0.12174586,0.07065382
32,-830.4498,-475.20844,-2.5307617,-5.3397827,-0.0790863,-0.16686821
30,-833.3819,-487.64203,-2.9320679,-12.433594,-0.0977356,-0.41445312
38,-838.4553,-476.2381,-5.0734253,11.403931,-0.13351119,0.30010343
32,-844.3717,-478.91293,-5.916382,-2.6748352,-0.18488693,-0.0835886
32,-845.24426,-490.08417,-0.8725586,-11.171234,-0.027267456,-0.34910107
37,-848.2516,-504.69293,-3.0073242,-14.608765,-0.08127903,-0.39483148
31,-846.7236,-501.8562,1.5280151,2.836731,0.04929081,0.09150745
37,-854.3251,-487.19092,-7.6015015,14.665283,-0.20544599,0.396359
63,-860.6788,-490.35367,-6.3536987,-3.1627502,-0.10085236,-0.050202385
33,-860.87006,-494.40213,-0.19128418,-4.048462,-0.0057964902,-0.122680664
34,-862.76965,-489.71332,-1.8995972,4.6888123,-0.055870503,0.13790624
33,-862.70386,-487.71527,0.0657959,1.9980469,0.0019938152,0.060546875
33,-861.1747,-496.06323,1.5291748,-8.347961,0.04633863,-0.25296852
35,-860.9295,-486.5837,0.24517822,9.479523,0.007005092,0.2708435
32,-861.402,-479.13245,-0.47247314,7.4512634,-0.014764786,0.23285198
38,-863.75586,-486.94946,-2.3538818,-7.8170166,-0.061944257,-0.20571096
62,-868.2881,-514.18005,-4.5322266,-27.23059,-0.073100425,-0.43920308
33,-867.83887,-522.3591,0.44921875,-8.179016,0.013612689,-0.24784897
34,-868.86237,-530.05914,-1.0234985,-7.7000732,-0.030102897,-0.22647274
33,-870.6763,-547.02686,-1.8139038,-16.967712,-0.05496678,-0.5141731
38,-867.93,-540.6022,2.7462769,6.4246826,0.072270446,0.1690706
31,-864.22675,-541.59503,3.703247,-0.9928589,0.119459584,-0.032027707
31,-868.6719,-534.1941,-4.4451294,7.40094,-0.14339127,0.23874
33,-872.51117,-549.5875,-3.8392944,-15.393433,-0.116342254,-0.46646765
35,-872.7017,-571.0163,-0.19055176,-21.428772,-0.0054443358,-0.6122506
32,-873.08514,-573.01404,-0.38342285,-1.9977417,-0.011981964,-0.062429428
33,-862.7437,-565.72845,10.341431,7.2855835,0.3133767,0.22077526
36,-864.49945,-556.6934,-1.7557373,9.035034,-0.04877048,0.25097317
31,-875.18854,-549.1609,-10.689087,7.5325317,-0.34480926,0.24298489
33,-875.4674,-552.82166,-0.27886963,-3.6607666,-0.008450595,-0.11093232
35,-827.7101,-556.3986,47.757324,-3.5769653,1.3644949,-0.10219901
32,-831.2303,-548.60645,-3.5202026,7.7921753,-0.11000633,0.24350548
33,-831.5756,-543.522,-0.3453369,5.0844727,-0.010464755,0.15407492
35,-823.3568,-547.78705,8.218811,-4.2650757,0.23482317,-0.121859305
32,-812.3304,-535.4712,11.026428,12.315857,0.34457588,0.38487053
33,-790.65375,-539.6659,21.676636,-4.194702,0.65686774,-0.12711218
35,-681.295,-513.9004,109.358765,25.765503,3.124536,0.73615724
32,-700.7199,-515.6167,-19.424927,-1.7163086,-0.60702896,-0.053634644
33,-708.6956,-506.39633,-7.975708,9.220367,-0.24168812,0.2794051
35,-711.9328,-502.692,-3.2371826,3.7043457,-0.092490934,0.10583845
33,-688.9818,-514.3131,22.950989,-11.621124,0.6954845,-0.35215527
32,-685.3503,-511.87143,3.6315308,2.441681,0.11348534,0.07630253
35,-665.9051,-502.5345,19.44519,9.336945,0.55557686,0.26676986
33,-698.6766,-684.1,-32.771484,-181.56549,-0.9930753,-5.5019846
32,-690.77216,-679.6628,7.904419,4.437195,0.24701309,0.13866234
35,-692.38055,-672.62366,-1.6083984,7.0391235,-0.045954242,0.20111781
33,-690.42755,-657.6477,1.9530029,14.975952,0.059181906,0.45381674
32,-598.02734,-654.41504,92.40021,3.232666,2.8875065,0.10102081
35,-602.1149,-660.3907,-4.0875854,-5.975647,-0.11678816,-0.17073277
33,-609.665,-657.391,-7.550049,2.9996948,-0.22878936,0.09089984
32,-527.7764,-541.44867,81.88855,115.94232,2.5590172,3.6231976
35,-500.80096,-749.89246,26.975464,-208.44379,0.7707275,-5.955537
33,-484.4765,-724.3856,16.324463,25.506836,0.4946807,0.77293444
32,-489.27698,-745.4088,-4.800476,-21.023193,-0.15001488,-0.6569748
50,-489.52756,-757.91113,-0.25057983,-12.502319,-0.0050115967,-0.25004637
49,-474.79868,-760.7875,14.728882,-2.8763428,0.3005894,-0.058700874
37,-466.50003,-610.72974,8.298645,150.05774,0.2242877,4.0556145
32,-541.6438,-638.6765,-75.14377,-27.946777,-2.3482428,-0.8733368
36,-539.4889,-649.35443,2.1549072,-10.6779175,0.059858534,-0.2966088
33,-539.2781,-640.8726,0.21081543,8.481812,0.006388346,0.2570246
33,-540.84045,-614.5165,-1.5623779,26.35614,-0.047344785,0.7986709
34,-531.8552,-613.7107,8.9852295,0.80578613,0.26427147,0.023699593
33,-517.80273,-639.31683,14.05249,-25.60614,0.42583305,-0.77594364
31,-552.35614,-624.3956,-34.553406,14.921204,-1.114626,0.48132914
33,-555.22406,-620.7953,-2.86792,3.6003418,-0.086906664,0.109101266
37,-447.64633,-600.80646,107.57773,19.98883,2.9075062,0.5402387
31,-525.9083,-629.8243,-78.26199,-29.017822,-2.5245805,-0.93605876
37,-528.51215,-619.59076,-2.6038208,10.2335205,-0.070373535,0.27658165
30,-556.22284,-473.94116,-27.710693,145.6496,-0.9236898,4.8549867
32,-565.7736,-454.4134,-9.550781,19.527771,-0.2984619,0.61024284
33,-498.50803,-386.06204,67.265594,68.35135,2.0383513,2.071253
37,-491.04047,-387.26578,7.46756,-1.2037354,0.20182595,-0.03253339
31,-496.11765,-389.12415,-5.077179,-1.8583679,-0.16377996,-0.059947353
37,-498.36676,-391.22546,-2.249115,-2.1013184,-0.06078689,-0.05679239
32,-491.9111,-400.0182,6.455658,-8.792725,0.20173931,-0.27477264
32,-494.68808,-403.06067,-2.7769775,-3.0424805,-0.08678055,-0.095077515
31,-498.84174,-411.09473,-4.153656,-8.034058,-0.1339889,-0.25916314
42,-501.1648,-424.10294,-2.323059,-13.008209,-0.05531093,-0.30971926
59,-504.2893,-428.8678,-3.1245117,-4.764862,-0.052957825,-0.080760375
37,-508.96048,-432.0298,-4.671173,-3.1619873,-0.12624793,-0.08545911
31,-522.73303,-425.271,-13.7725525,6.758789,-0.4442759,0.21802546
32,-534.7455,-424.97644,-12.012451,0.29455566,-0.3753891,0.0092048645
37,-542.40533,-420.698,-7.659851,4.2784424,-0.207023,0.11563358
67,-685.7812,-421.3286,-143.37585,-0.63061523,-2.139938,-0.009412168
31,-682.37354,-418.47995,3.4076538,2.8486633,0.10992432,0.09189237
63,-680.81616,-410.29572,1.557373,8.184235,0.024720207,0.12990849
36,-682.51166,-417.60052,-1.6954956,-7.3048096,-0.0470971,-0.20291138
32,-691.60486,-415.12955,-9.093201,2.4709778,-0.28416252,0.077218056
32,-695.19257,-412.76746,-3.5877075,2.362091,-0.11211586,0.073815346
42,-698.81635,-406.57538,-3.6237793,6.1920776,-0.08628046,0.14743042
62,-615.8198,-408.5052,82.99652,-1.9298096,1.3386536,-0.03112596
33,-578.25037,-357.88623,37.569458,50.618958,1.1384684,1.5339078
62,-683.7658,-430.2285,-105.51544,-72.342255,-1.701862,-1.1668105
38,-686.3239,-433.9666,-2.5581055,-3.7381287,-0.067318566,-0.098371804
62,-690.9068,-442.0899,-4.5828857,-8.123291,-0.073917516,-0.13102083
42,-692.3511,-447.6189,-1.4442749,-5.5289917,-0.0343875,-0.13164265
58,-664.9417,-491.01343,27.409363,-43.39453,0.47257522,-0.7481816
37,-581.6853,-610.85486,83.25641,-119.84143,2.250173,-3.2389576
30,-579.36426,-596.30316,2.321045,14.551697,0.07736816,0.48505655
33,-580.5639,-587.0175,-1.199646,9.285645,-0.03635291,0.28138316
38,-582.124,-581.29333,-1.5601196,5.724182,-0.04105578,0.15063637
31,-581.6037,-571.5934,0.5203247,9.699951,0.016784668,0.31290165
36,-587.5595,-564.6216,-5.9558105,6.9718018,-0.16543919,0.19366115
