delta_t,x,y,delta_x,delta_y,speed_x,speed_y
62,-831.807,-268.32202,-26.562866,-19.877426,-0.42843333,-0.32060364
38,-755.1978,-242.70634,76.60919,25.615677,2.0160313,0.67409676
61,-784.3955,-301.75177,-29.197693,-59.045425,-0.4786507,-0.9679578
39,-771.2768,-283.20374,13.118713,18.548035,0.33637726,0.47559065
31,-852.96906,-255.17944,-81.69226,28.024292,-2.635234,0.9040094
30,-854.2428,-268.91714,-1.2737427,-13.737701,-0.04245809,-0.45792338
40,-851.64325,-277.98676,2.5995483,-9.069611,0.06498871,-0.22674027
30,-859.53516,-282.54495,-7.8919067,-4.558197,-0.26306355,-0.1519399
37,-844.5584,-277.9668,14.976746,4.5781555,0.4047769,0.12373393
32,-866.0192,-290.1767,-21.460815,-12.2099,-0.6706505,-0.38155937
31,-865.78406,-271.53027,0.23516846,18.646423,0.007586079,0.60149753
37,-870.31805,-280.67377,-4.5339966,-9.143494,-0.12254045,-0.24712145
32,-873.8425,-287.5078,-3.524475,-6.8340454,-0.11013985,-0.21356392
68,-873.5445,-283.31018,0.29803467,4.197632,0.0043828627,0.06172988
32,-880.6354,-275.1875,-7.0908813,8.122681,-0.22159004,0.25383377
69,-884.8284,-287.6211,-4.193054,-12.433594,-0.060768902,-0.18019702
31,-892.03033,-290.20184,-7.2019043,-2.5807495,-0.23231949,-0.083249986
68,-908.6742,-302.21436,-16.64386,-12.012512,-0.24476264,-0.17665459
32,-910.18665,-320.5745,-1.5124512,-18.360138,-0.0472641,-0.5737543
68,-826.1093,-244.72473,84.07733,75.84976,1.2364314,1.1154376
32,-858.58765,-145.30835,-32.478333,99.41638,-1.0149479,3.106762
68,-849.44464,-146.6016,9.143005,-1.2932434,0.13445596,-0.019018285
32,-858.83624,-231.1481,-9.391602,-84.54651,-0.29348755,-2.6420784
30,-864.92255,-241.59926,-6.0863037,-10.451157,-0.20287679,-0.3483719
39,-870.957,-243.10013,-6.034424,-1.5008698,-0.15472881,-0.03848384
31,-884.12933,-253.59657,-13.172363,-10.496445,-0.42491496,-0.338595
30,-905.82104,-253.80455,-21.691711,-0.2079773,-0.72305703,-0.0069325767
37,-965.1827,-227.5549,-59.361633,26.24965,-1.6043684,0.70944995
33,-981.53015,-225.57056,-16.347473,1.9843445,-0.495378,0.06013165
30,-995.3725,-226.22305,-13.842346,-0.65249634,-0.46141154,-0.021749878
37,-968.9943,-219.94908,26.378174,6.2739716,0.71292365,0.1695668
32,-964.4599,-219.2305,4.534424,0.71858215,0.14170074,0.022455692
30,-961.80536,-198.98634,2.654541,20.244156,0.0884847,0.6748052
38,-974.739,-183.4493,-12.933655,15.537048,-0.34035933,0.40886968
33,-977.1355,-175.61322,-2.3964844,7.836075,-0.07262074,0.23745681
30,-982.65063,-177.7592,-5.5151367,-2.1459808,-0.18383789,-0.0715327
38,-986.3511,-190.55432,-3.7004395,-12.79512,-0.09737998,-0.3367137
32,-991.6168,-201.89886,-5.265747,-11.344543,-0.1645546,-0.35451698
30,-995.15814,-218.33496,-3.5413208,-16.436096,-0.118044026,-0.54786986
38,-998.06525,-212.20634,-2.9071045,6.1286163,-0.07650275,0.16127938
32,-1014.90955,-214.15076,-16.8443,-1.9444122,-0.52638435,-0.060762882
32,-1015.88367,-231.81392,-0.9741211,-17.663162,-0.030441284,-0.5519738
37,-1020.06525,-231.82906,-4.1815796,-0.015136719,-0.11301567,-4.091005E-4
31,-1019.3423,-234.73895,0.7229614,-2.9098969,0.023321336,-0.09386764
37,-1010.61523,-231.19907,8.727051,3.5398865,0.23586623,0.09567261
63,-1004.3821,-212.2377,6.2331543,18.961365,0.09893896,0.30097404
33,-1008.43414,-205.42091,-4.052063,6.8167877,-0.122789785,0.20656933
34,-1007.491,-212.05171,0.94311523,-6.6307983,0.027738683,-0.19502348
33,-1009.08514,-211.26176,-1.5941162,0.7899475,-0.04830655,0.023937803
33,-1009.34393,-201.56151,-0.25878906,9.700256,-0.007842093,0.29394716
34,-1008.04456,-199.09038,1.2993774,2.4711304,0.038216982,0.0726803
33,-1007.0729,-198.14757,0.9716797,0.94281006,0.02944484,0.028570002
37,-1006.0404,-203.29016,1.0324707,-5.1425934,0.027904613,-0.13898902
63,-1009.5792,-280.2472,-3.5388184,-76.95703,-0.05617172,-1.2215402
33,-1010.01953,-285.98468,-0.44030762,-5.737488,-0.013342655,-0.17386326
34,-1023.9255,-316.41653,-13.905945,-30.431854,-0.40899837,-0.8950545
33,-1052.8523,-393.4047,-28.926819,-76.98816,-0.8765703,-2.3329744
38,-1036.3073,-370.85492,16.545044,22.549774,0.4353959,0.5934151
30,-1041.9958,-339.18857,-5.6885986,31.666351,-0.18961996,1.0555451
32,-1063.3776,-299.46326,-21.381714,39.72531,-0.66817856,1.241416
33,-1037.2638,-286.03674,26.11377,13.426514,0.79132634,0.40686405
35,-1037.155,-322.56213,0.10876465,-36.52539,0.0031075615,-1.0435826
32,-1039.8545,-326.79688,-2.699463,-4.234741,-0.084358215,-0.13233566
33,-1156.7372,-252.80164,-116.88269,73.99524,-3.5418997,2.24228
36,-1159.6833,-258.9693,-2.946167,-6.1676636,-0.081837974,-0.17132398
